file	sentence-prefix	reason	decision-ref
skills/setup-pstack/SKILL.md	In `${PI_CODING_AGENT_DIR:-$HOME/.pi/agent}/extensions/pstack-agents.json`, set `modelScope` to `{ "enforce": true, "allow": [...] }` so the file contains `{ "modelScope": { "enforce": true, "allow": [...] } }`, where the list is 	Pi model registry, AGENTS block, and enforced modelScope replace Cursor rules configuration.	pi-runtime.md:31-36; pi-runtime.md:104-117; fixes-round2.tsv#U3; decisions.tsv#6
skills/setup-pstack/SKILL.md	Keep every other setting in the file.	Pi model registry, AGENTS block, and enforced modelScope replace Cursor rules configuration.	pi-runtime.md:31-36; pi-runtime.md:104-117; fixes-round2.tsv#U3; decisions.tsv#6
skills/setup-pstack/SKILL.md	With that policy, a Task call that passes a model outside the configured set fails with a modelScope error instead of running on a model the user did not choose.	Pi model roles use the AGENTS.md pstack block and upstream model defaults map to Pi model ids; Pi runs the prescribed delegation through the pstack-agents Task and run lifecycle	pi-runtime.md:58-66; pi-runtime.md:81-85; fixes-round2.tsv#U3; round3-decisions.tsv#Q15; pi-runtime.md:5-7; pi-runtime.md:13-24; round3-decisions.tsv#MIGRATION
skills/setup-pstack/SKILL.md	Tell the user the block was written and that it applies to new sessions, or to this one after `/reload`.	Pi model registry, AGENTS block, and enforced modelScope replace Cursor rules configuration.	pi-runtime.md:31-36; pi-runtime.md:104-117; fixes-round2.tsv#U3; decisions.tsv#6
skills/setup-pstack/SKILL.md	I can generate one with `/skill:create-verification-skill`." On yes, read and follow `../create-verification-skill/SKILL.md`.	Pi model registry, AGENTS block, and enforced modelScope replace Cursor rules configuration.	pi-runtime.md:31-36; pi-runtime.md:104-117; fixes-round2.tsv#U3; decisions.tsv#6
skills/show-me-your-work/SKILL.md	Read this run's transcript, `$PI_SESSION_FILE`, plus its subagent sessions under `${PI_SESSION_FILE%.jsonl}/` (per `../poteto-mode/references/pi-runtime.md`; li	Pi session and child transcript locations replace Cursor agent-transcripts.	pi-runtime.md:95-98; fixes-round2.tsv#U5
skills/show-me-your-work/SKILL.md	When `PI_SUBAGENT_CHILD=1`, `$PI_SESSION_FILE` is this child's own `run-<n>/session.jsonl`, and the parent is `<timestamp>_$PI_SUBAGENT_PARENT_SESSION.jsonl` in	Pi session and child transcript locations replace Cursor agent-transcripts.	pi-runtime.md:95-98; fixes-round2.tsv#U5
skills/swarm/SKILL.md	Loading this skill authorizes the Task calls it prescribes.	Pi runs the prescribed delegation through the pstack-agents Task and run lifecycle	pi-runtime.md:5-7; pi-runtime.md:13-24; round3-decisions.tsv#MIGRATION
skills/swarm/SKILL.md	On Pi, `environment: "cloud"` runs each worker in a local managed worktree.	pstack-agents maps isolated cloud work to managed local worktrees	pi-runtime.md:17-19; round3-decisions.tsv#MIGRATION
skills/swarm/SKILL.md	Claude and Grok use the Anthropic default; GPT uses the OpenAI Codex default.	Pi model roles use the AGENTS.md pstack block and upstream model defaults map to Pi model ids	pi-runtime.md:58-66; pi-runtime.md:81-85; fixes-round2.tsv#U3; round3-decisions.tsv#Q15
skills/swarm/SKILL.md	With no family match, use the Anthropic default.	Pi-specific workflow clarification is carried from the logged pstack migration	pi-runtime.md:5-7; round3-decisions.tsv#MIGRATION
skills/swarm/SKILL.md	The pstack-agents extension creates a local managed worktree for each cloud Task.	pstack-agents maps isolated cloud work to managed local worktrees; Pi runs the prescribed delegation through the pstack-agents Task and run lifecycle	pi-runtime.md:17-19; round3-decisions.tsv#MIGRATION; pi-runtime.md:5-7; pi-runtime.md:13-24
skills/swarm/SKILL.md	Set a named `cloud_base_branch` on each one.	pstack-agents maps isolated cloud work to managed local worktrees	pi-runtime.md:17-19; round3-decisions.tsv#MIGRATION
skills/swarm/SKILL.md	Give live-UI workers distinct ports and temp profile directories so lanes cannot collide on one machine.	Pi local worktrees, pstack agent roles, and workspace isolation replace cloud worker behavior.	pi-runtime.md:21-26; pi-runtime.md:59-65; fixes-round2.tsv#U3; fixes-round2.tsv#U12
skills/swarm/SKILL.md	Commit or stash changes in the source checkout before launching cloud tasks.	Pi runs the prescribed delegation through the pstack-agents Task and run lifecycle	pi-runtime.md:5-7; pi-runtime.md:13-24; round3-decisions.tsv#MIGRATION
skills/swarm/SKILL.md	Then remove the workers' managed worktrees (`git worktree remove --force <path>` for each worktree path the workers reported, then `git worktree prune`), keepin	Pi local worktrees, pstack agent roles, and workspace isolation replace cloud worker behavior.	pi-runtime.md:21-26; pi-runtime.md:59-65; fixes-round2.tsv#U3; fixes-round2.tsv#U12
skills/swarm/SKILL.md	Name any you keep in the report.	Pi local worktrees, pstack agent roles, and workspace isolation replace cloud worker behavior.	pi-runtime.md:21-26; pi-runtime.md:59-65; fixes-round2.tsv#U3; fixes-round2.tsv#U12
skills/teach/SKILL.md	This skill orchestrates the `how` and `why` skills, launching their Task calls in one message when they run in parallel.	Pi runs the prescribed delegation through the pstack-agents Task and run lifecycle	pi-runtime.md:5-7; pi-runtime.md:13-24; round3-decisions.tsv#MIGRATION
skills/teach/SKILL.md	Loading this skill authorizes that fan-out.	Pi runs the prescribed delegation through the pstack-agents Task and run lifecycle	pi-runtime.md:5-7; pi-runtime.md:13-24; round3-decisions.tsv#MIGRATION
skills/why/SKILL.md	Loading this skill authorizes the Task calls it prescribes.	Pi runs the prescribed delegation through the pstack-agents Task and run lifecycle	pi-runtime.md:5-7; pi-runtime.md:13-24; round3-decisions.tsv#MIGRATION
skills/why/SKILL.md	Before spawning investigators, list the available evidence sources in the order `../poteto-mode/references/pi-runtime.md` gives under MCP and external evidence.	Pi pstack-general MCP access and local CLI fallback replace Cursor MCP/task assumptions.	pi-runtime.md:21-26; pi-runtime.md:120-126
skills/why/SKILL.md	First, MCP tools in your tool list (Pi has MCP only through an adapter extension, and only in background children).	Pi pstack-general MCP access and local CLI fallback replace Cursor MCP/task assumptions.	pi-runtime.md:21-26; pi-runtime.md:120-126
skills/why/SKILL.md	Then local CLIs found with `command -v` (for example `gh`, `glab`, `linear`, `jira`, `sentry-cli`, `datadog-ci`, `bq`, `snowsql`, `databricks`, `psql`, `slack`)	Pi pstack-general MCP access and local CLI fallback replace Cursor MCP/task assumptions.	pi-runtime.md:21-26; pi-runtime.md:120-126
skills/why/SKILL.md	Then local exports and docs in the repo or on disk.	Pi pstack-general MCP access and local CLI fallback replace Cursor MCP/task assumptions.	pi-runtime.md:21-26; pi-runtime.md:120-126
skills/why/SKILL.md	A source here means one MCP server, one CLI, or one local corpus.	Pi pstack-general MCP access and local CLI fallback replace Cursor MCP/task assumptions.	pi-runtime.md:21-26; pi-runtime.md:120-126
skills/why/SKILL.md	Pi loads MCP adapters in Task runs when an adapter is installed.	Pi supplies MCP through installed adapters and documents local CLIs as the fallback; Pi runs the prescribed delegation through the pstack-agents Task and run lifecycle	pi-runtime.md:69-77; pi-runtime.md:5-7; pi-runtime.md:13-24; round3-decisions.tsv#MIGRATION
skills/why/SKILL.md	None is installed by default, so investigators use the local CLI/API fallback in their source playbook.	Pi pstack-general MCP access and local CLI fallback replace Cursor MCP/task assumptions.	pi-runtime.md:21-26; pi-runtime.md:120-126
skills/why/SKILL.md	**No MCP, local CLI, or local corpus is available for that category** on this machine.	Pi pstack-general MCP access and local CLI fallback replace Cursor MCP/task assumptions.	pi-runtime.md:21-26; pi-runtime.md:120-126
skills/why/SKILL.md	Read-only Task calls strip MCPs and defeat that.	Pi runs the prescribed delegation through the pstack-agents Task and run lifecycle	pi-runtime.md:5-7; pi-runtime.md:13-24; round3-decisions.tsv#MIGRATION
skills/why/references/source-playbook.md	Each has a local CLI or API fallback for Pi machines without an MCP adapter.	Pi supplies MCP through installed adapters and documents local CLIs as the fallback	pi-runtime.md:69-77
skills/why/references/sources/databricks.md	Pi has no built-in MCP.	MCP is adapter-only in Pi; the local CLI/API fallback is documented.	pi-runtime.md:120-126
skills/why/references/sources/databricks.md	When no MCP tool is available, use the local equivalent, the `databricks` CLI (`databricks api post /api/2.0/sql/statements`) or `dbsqlcli`, with the same queri	MCP is adapter-only in Pi; the local CLI/API fallback is documented.	pi-runtime.md:120-126
skills/why/references/sources/databricks.md	Never print or log credentials.	MCP is adapter-only in Pi; the local CLI/API fallback is documented.	pi-runtime.md:120-126
skills/why/references/sources/databricks.md	With none of these, return a gap.	MCP is adapter-only in Pi; the local CLI/API fallback is documented.	pi-runtime.md:120-126
skills/why/references/sources/datadog.md	Pi has no built-in MCP.	MCP is adapter-only in Pi; the local CLI/API fallback is documented.	pi-runtime.md:120-126
skills/why/references/sources/datadog.md	When no MCP tool is available, use the local equivalent, the Datadog API via `curl` with the user's existing `DD_API_KEY`/`DD_APP_KEY` env vars, or `datadog-ci`	MCP is adapter-only in Pi; the local CLI/API fallback is documented.	pi-runtime.md:120-126
skills/why/references/sources/datadog.md	Never print or log credentials.	MCP is adapter-only in Pi; the local CLI/API fallback is documented.	pi-runtime.md:120-126
skills/why/references/sources/datadog.md	With none of these, return a gap.	MCP is adapter-only in Pi; the local CLI/API fallback is documented.	pi-runtime.md:120-126
skills/why/references/sources/linear.md	Pi has no built-in MCP.	MCP is adapter-only in Pi; the local CLI/API fallback is documented.	pi-runtime.md:120-126
skills/why/references/sources/linear.md	When no MCP tool is available, use the local equivalent, the `linear` CLI, or `curl` against the Linear GraphQL API with an existing `LINEAR_API_KEY`, with the 	MCP is adapter-only in Pi; the local CLI/API fallback is documented.	pi-runtime.md:120-126
skills/why/references/sources/linear.md	Never print or log credentials.	MCP is adapter-only in Pi; the local CLI/API fallback is documented.	pi-runtime.md:120-126
skills/why/references/sources/linear.md	With none of these, return a gap.	MCP is adapter-only in Pi; the local CLI/API fallback is documented.	pi-runtime.md:120-126
skills/why/references/sources/notion.md	Pi has no built-in MCP.	MCP is adapter-only in Pi; the local CLI/API fallback is documented.	pi-runtime.md:120-126
skills/why/references/sources/notion.md	When no MCP tool is available, use the local equivalent, the Notion API via `curl` with an existing `NOTION_TOKEN`, or local Notion exports on disk, with the sa	MCP is adapter-only in Pi; the local CLI/API fallback is documented.	pi-runtime.md:120-126
skills/why/references/sources/notion.md	Never print or log credentials.	MCP is adapter-only in Pi; the local CLI/API fallback is documented.	pi-runtime.md:120-126
skills/why/references/sources/notion.md	With none of these, return a gap.	MCP is adapter-only in Pi; the local CLI/API fallback is documented.	pi-runtime.md:120-126
skills/why/references/sources/sentry.md	Pi has no built-in MCP.	MCP is adapter-only in Pi; the local CLI/API fallback is documented.	pi-runtime.md:120-126
skills/why/references/sources/sentry.md	When no MCP tool is available, use the local equivalent, the `sentry-cli` or the Sentry API via `curl` with an existing `SENTRY_AUTH_TOKEN`, with the same queri	MCP is adapter-only in Pi; the local CLI/API fallback is documented.	pi-runtime.md:120-126
skills/why/references/sources/sentry.md	Never print or log credentials.	MCP is adapter-only in Pi; the local CLI/API fallback is documented.	pi-runtime.md:120-126
skills/why/references/sources/sentry.md	With none of these, return a gap.	MCP is adapter-only in Pi; the local CLI/API fallback is documented.	pi-runtime.md:120-126
skills/why/references/sources/slack.md	Pi has no built-in MCP.	MCP is adapter-only in Pi; the local CLI/API fallback is documented.	pi-runtime.md:120-126
skills/why/references/sources/slack.md	When no MCP tool is available, use the local equivalent, the Slack Web API via `curl` with an existing `SLACK_TOKEN`, or a local Slack export directory, with th	MCP is adapter-only in Pi; the local CLI/API fallback is documented.	pi-runtime.md:120-126
skills/why/references/sources/slack.md	Never print or log credentials.	MCP is adapter-only in Pi; the local CLI/API fallback is documented.	pi-runtime.md:120-126
skills/why/references/sources/slack.md	With none of these, return a gap.	MCP is adapter-only in Pi; the local CLI/API fallback is documented.	pi-runtime.md:120-126
agents/comment-sicko.md	I delete the comments myself with `edit` before I report.	Comment Sicko is foreground; the parent owns its post-edit snapshot/diff handoff.	decisions.tsv#7; fixes-round2.tsv#U8
agents/comment-sicko.md	A deletion I only recommend is a failed run.	Comment Sicko is foreground; the parent owns its post-edit snapshot/diff handoff.	decisions.tsv#7; fixes-round2.tsv#U8
skills/control-cli/SKILL.md	Pi's `bash` tool has no TTY and waits for each command to exit, so never run an interactive CLI directly in it.	Pi bash is blocking/no-TTY; Parallel Lanes use isolated local sessions, not one cloud VM per lane.	pi-runtime.md:64; pi-runtime.md:77; round3-decisions.tsv#Q15
skills/control-cli/SKILL.md	Drive it through tmux or a PTY probe.	Pi bash is blocking/no-TTY; Parallel Lanes use isolated local sessions, not one cloud VM per lane.	pi-runtime.md:64; pi-runtime.md:77; round3-decisions.tsv#Q15
skills/control-cli/SKILL.md	When several pstack verification lanes drive CLIs on this machine at once, give each lane a unique tmux session name, its own worktree, its own temp `HOME` or c	Pi bash is blocking/no-TTY; Parallel Lanes use isolated local sessions, not one cloud VM per lane.	pi-runtime.md:64; pi-runtime.md:77; round3-decisions.tsv#Q15
skills/control-cli/SKILL.md	Lanes never share a session.	Pi bash is blocking/no-TTY; Parallel Lanes use isolated local sessions, not one cloud VM per lane.	pi-runtime.md:64; pi-runtime.md:77; round3-decisions.tsv#Q15
skills/control-ui/SKILL.md	Creating before/after evidence for a pstack playbook, or for the project's `verify-<app>` skill (see the **create-verification-skill** skill).	Pi bash is blocking; Parallel Lanes and verify-<app> are the logged local adaptations.	pi-runtime.md:64; pi-runtime.md:77; round3-decisions.tsv#Q15
skills/control-ui/SKILL.md	Pi's `bash` tool waits for commands to exit, so run a long-lived dev server detached (`tmux new-session -d -s ui-<slug> '<dev command> 2>&1 | tee /tmp/ui-<slug>	Pi bash is blocking; Parallel Lanes and verify-<app> are the logged local adaptations.	pi-runtime.md:64; pi-runtime.md:77; round3-decisions.tsv#Q15
skills/control-ui/SKILL.md	When several pstack verification lanes (swarm workers, arena candidates, live lanes) drive UIs on this machine at once, give each lane its own worktree, dev-ser	Pi bash is blocking; Parallel Lanes and verify-<app> are the logged local adaptations.	pi-runtime.md:64; pi-runtime.md:77; round3-decisions.tsv#Q15
skills/control-ui/SKILL.md	Name artifacts per lane, for example `/tmp/swarm-<pr-id>/worker-<n>/<slug>.png`.	Pi bash is blocking; Parallel Lanes and verify-<app> are the logged local adaptations.	pi-runtime.md:64; pi-runtime.md:77; round3-decisions.tsv#Q15
skills/control-ui/SKILL.md	Lanes never share a browser or a server.	Pi bash is blocking; Parallel Lanes and verify-<app> are the logged local adaptations.	pi-runtime.md:64; pi-runtime.md:77; round3-decisions.tsv#Q15
skills/setup-pstack/SKILL.md	Resolve `../poteto-mode/SKILL.md` relative to this skill's directory, then replace `ABSOLUTE_PATH_TO_POTETO_MODE_SKILL` in the template with that absolute path before writing the block.	The generated AGENTS reminder is read outside the skill's relative context, so resolve the packaged poteto-mode path before writing it.	decisions-package.tsv:16
skills/architect/SKILL.md	On Pi, take the matching runner line from the pstack models block in AGENTS.md in Pi's agent directory (`$PI_CODING_AGENT_DIR`, default `~/.pi/agent`).	The runner role is user configuration stored in Pi's configured agent directory, not a fixed home path.	decisions-package.tsv:17
skills/arena/SKILL.md	On Pi, use that matching role line from the pstack models block in AGENTS.md in Pi's agent directory (`$PI_CODING_AGENT_DIR`, default `~/.pi/agent`).	The runner role is user configuration stored in Pi's configured agent directory, not a fixed home path.	decisions-package.tsv:17
skills/automate-me/SKILL.md	On Pi, look recursively in project `.pi/skills/` and `.agents/skills/`, and in `~/.pi/agent/skills/` in Pi's agent directory (`$PI_CODING_AGENT_DIR`, default `~/.pi/agent`); include `~/.agents/skills/` for other-agent skills.	Mode discovery includes the configurable per-user Pi skill root while keeping project and other-agent skill roots distinct.	decisions-package.tsv:17
skills/automate-me/SKILL.md	On Pi, don't glob across `~/.pi/agent/sessions/*/`.	Transcript scans stay within the active workspace because other workspace sessions may contain private conversations.	pi-runtime.md:45-52; decisions-package.tsv:17
skills/how/SKILL.md	On Pi, each spawn below names a role line in the pstack models block in AGENTS.md in Pi's agent directory (`$PI_CODING_AGENT_DIR`, default `~/.pi/agent`) and a default.	Role-to-model choices come from the configured Pi agent directory, whose location differs from the package.	decisions-package.tsv:17
skills/poteto-mode/playbooks/eval.md	On Pi, keep the active workspace boundary at `~/.pi/agent/sessions/*/` in Pi's agent directory (`$PI_CODING_AGENT_DIR`, default `~/.pi/agent`).	Eval transcript inspection is workspace-scoped so it does not read unrelated private chats.	pi-runtime.md:45-52; decisions-package.tsv:17
skills/poteto-mode/playbooks/orchestrate.md	In Pi, keep it under `pstack/` in Pi's agent directory (`$PI_CODING_AGENT_DIR`, default `~/.pi/agent`).	Orchestration state must survive worktree changes and remain in the user's configured agent directory.	decisions-package.tsv:17
skills/poteto-mode/playbooks/worktree-cleanup.md	In Pi, also check recent workspace sessions under `~/.pi/agent/sessions/--<slug>--/`	Worktree cleanup checks active workspace sessions only, not unrelated project conversations.	pi-runtime.md:45-52; decisions-package.tsv:17
skills/reflect/SKILL.md	On Pi, keep the active workspace boundary at `~/.pi/agent/sessions/*/` in Pi's agent directory (`$PI_CODING_AGENT_DIR`, default `~/.pi/agent`).	Review evidence is limited to the active workspace transcript boundary.	pi-runtime.md:45-52; decisions-package.tsv:17
skills/show-me-your-work/SKILL.md	On Pi, keep the active workspace boundary at `~/.pi/agent/sessions/*/` in Pi's agent directory (`$PI_CODING_AGENT_DIR`, default `~/.pi/agent`).	Transcript evidence must stay within the current workspace's private session boundary.	pi-runtime.md:45-52; decisions-package.tsv:17
skills/swarm/SKILL.md	On Pi, pick the worker model from the matching role line in the pstack models block in AGENTS.md in Pi's agent directory (`$PI_CODING_AGENT_DIR`, default `~/.pi/agent`).	The worker model is user configuration in Pi's configured agent directory, not package state.	decisions-package.tsv:17
skills/why/SKILL.md	On Pi, each spawn below names a role line in the pstack models block in AGENTS.md in Pi's agent directory (`$PI_CODING_AGENT_DIR`, default `~/.pi/agent`) and a default.	Investigator and synthesizer roles are user configuration in Pi's configured agent directory.	decisions-package.tsv:17
skills/poteto-mode/playbooks/multi-phase-plan.md	Write this resolved absolute path into the plan so delegated readers do not need this skill's relative context.	The plan's delegated readers cannot resolve packaged playbook paths from this skill's relative context, so store the absolute resolved path in the plan.	decisions-package.tsv:16
skills/poteto-mode/playbooks/worktree-cleanup.md	On Pi, the sidebar is the active workspace's recent sessions in `~/.pi/agent/sessions/--<cwd with each "/" as "-">--/`.	Pi has no chat sidebar; recent chats are the workspace's session files (pi-runtime.md transcripts row)	decisions-package.tsv:28
skills/poteto-mode/playbooks/session-pickup.md	A local transcript under the active workspace's `agent-transcripts/` directory (on Pi, the local equivalent is the directory holding `$PI_SESSION_FILE`, per `references/pi-runtime.md`.	Cursor's transcript directory, workspace boundary, and cloud-agent trail map to the Pi session directory, sessions/*/ boundary, and worktree Task agent_id (pi-runtime.md transcripts and cloud rows)	decisions-package.tsv:28
skills/poteto-mode/playbooks/session-pickup.md	On Pi, a cloud-agent run is a worktree Task; read it with `SubagentAwait({agent_id, timeout_ms: 0})`, then its transcript and artifact paths.	Cursor's transcript directory, workspace boundary, and cloud-agent trail map to the Pi session directory, sessions/*/ boundary, and worktree Task agent_id (pi-runtime.md transcripts and cloud rows)	decisions-package.tsv:28
